"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","86876","Invalid Login","","2026-07-19","passed","2026-07-19","Login Error Handling @sanity","PortalLogin.spec.js","",""
